Group,ID,task,profile,selected,tax,emperor,immigrants,childcare,party,age_candidate,gender_candidate,status,temp_Abe
T3_Right,R_3CZp2e5v26MGpGd,5,2,1,agree,deny,accept,not improve,JCP,60,female,challenger,94
T2_Left,R_3D2A9L8Mt7J2eZO,1,1,0,agree,approve,accept,not improve,CDP,70,female,incumbent,55
T2_Left,R_3D2A9L8Mt7J2eZO,1,2,1,agree,deny,accept,improve,Komeito,70,female,incumbent,55
T2_Left,R_3D2A9L8Mt7J2eZO,2,1,0,disagree,approve,refuse,improve,Komeito,30,female,incumbent,55
T2_Left,R_3D2A9L8Mt7J2eZO,2,2,1,disagree,deny,accept,improve,LDP,30,female,incumbent,55
T2_Left,R_3D2A9L8Mt7J2eZO,3,1,1,agree,approve,refuse,not improve,Komeito,60,female,incumbent,55
T2_Left,R_3D2A9L8Mt7J2eZO,3,2,0,disagree,approve,refuse,improve,CDP,60,female,incumbent,55
T2_Left,R_3D2A9L8Mt7J2eZO,4,1,1,disagree,deny,accept,not improve,JCP,70,female,incumbent,55
T2_Left,R_3D2A9L8Mt7J2eZO,4,2,0,disagree,approve,accept,improve,JCP,70,female,incumbent,55
T2_Left,R_3D2A9L8Mt7J2eZO,5,1,1,disagree,deny,refuse,improve,JCP,50,male,challenger,55
T2_Left,R_3D2A9L8Mt7J2eZO,5,2,0,agree,deny,refuse,not improve,CDP,50,male,challenger,55
T3_Left,R_3D59sltm9nO8rvG,1,1,0,agree,approve,refuse,improve,LDP,40,female,challenger,30
T3_Left,R_3D59sltm9nO8rvG,1,2,1,agree,approve,accept,not improve,LDP,40,female,challenger,30
T3_Left,R_3D59sltm9nO8rvG,2,1,1,disagree,approve,accept,improve,JCP,70,female,incumbent,30
T3_Left,R_3D59sltm9nO8rvG,2,2,0,agree,deny,refuse,not improve,LDP,70,female,incumbent,30
T3_Left,R_3D59sltm9nO8rvG,3,1,0,agree,deny,refuse,improve,Komeito,60,male,challenger,30
T3_Left,R_3D59sltm9nO8rvG,3,2,1,disagree,approve,refuse,improve,JCP,60,male,challenger,30
T3_Left,R_3D59sltm9nO8rvG,4,1,0,agree,deny,accept,improve,LDP,60,female,challenger,30
T3_Left,R_3D59sltm9nO8rvG,4,2,1,agree,deny,accept,improve,CDP,60,female,challenger,30
T3_Left,R_3D59sltm9nO8rvG,5,1,0,agree,deny,refuse,not improve,Komeito,40,male,incumbent,30
T3_Left,R_3D59sltm9nO8rvG,5,2,1,agree,approve,refuse,improve,JCP,40,male,incumbent,30
Control,R_3D60GObeAtaq1Ws,1,1,1,agree,deny,accept,improve,JCP,60,female,challenger,33
Control,R_3D60GObeAtaq1Ws,1,2,0,disagree,deny,accept,not improve,CDP,60,female,challenger,33
Control,R_3D60GObeAtaq1Ws,2,1,0,disagree,approve,accept,not improve,LDP,40,female,incumbent,33
Control,R_3D60GObeAtaq1Ws,2,2,1,disagree,approve,accept,not improve,JCP,40,female,incumbent,33
Control,R_3D60GObeAtaq1Ws,3,1,0,agree,deny,refuse,improve,Komeito,40,male,incumbent,33
Control,R_3D60GObeAtaq1Ws,3,2,1,agree,deny,refuse,improve,CDP,40,male,incumbent,33
Control,R_3D60GObeAtaq1Ws,4,1,0,agree,approve,refuse,not improve,CDP,60,male,incumbent,33
Control,R_3D60GObeAtaq1Ws,4,2,1,agree,deny,refuse,improve,CDP,60,male,incumbent,33
Control,R_3D60GObeAtaq1Ws,5,1,0,disagree,deny,refuse,improve,CDP,70,female,incumbent,33
Control,R_3D60GObeAtaq1Ws,5,2,1,disagree,approve,refuse,improve,Komeito,70,female,incumbent,33
T1_Left,R_3D6ffkWidxZdjkU,1,1,1,disagree,approve,accept,improve,CDP,60,female,incumbent,66
T1_Left,R_3D6ffkWidxZdjkU,1,2,0,agree,deny,accept,improve,JCP,60,female,incumbent,66
T1_Left,R_3D6ffkWidxZdjkU,2,1,0,disagree,deny,accept,improve,JCP,60,female,challenger,66
T1_Left,R_3D6ffkWidxZdjkU,2,2,1,agree,deny,refuse,improve,JCP,60,female,challenger,66
T1_Left,R_3D6ffkWidxZdjkU,3,1,0,agree,approve,refuse,not improve,Komeito,60,female,challenger,66
T1_Left,R_3D6ffkWidxZdjkU,3,2,1,disagree,deny,accept,not improve,JCP,60,female,challenger,66
T1_Left,R_3D6ffkWidxZdjkU,4,1,0,disagree,deny,refuse,improve,CDP,70,female,challenger,66
T1_Left,R_3D6ffkWidxZdjkU,4,2,1,disagree,deny,refuse,not improve,Komeito,70,female,challenger,66
T1_Left,R_3D6ffkWidxZdjkU,5,1,1,agree,approve,refuse,not improve,LDP,70,female,challenger,66
T1_Left,R_3D6ffkWidxZdjkU,5,2,0,agree,approve,refuse,not improve,JCP,70,female,challenger,66
T1_Right,R_3D6gMFvreRpFjDI,1,1,0,agree,approve,accept,not improve,JCP,30,female,incumbent,70
T1_Right,R_3D6gMFvreRpFjDI,1,2,1,disagree,deny,refuse,improve,JCP,30,female,incumbent,70
T1_Right,R_3D6gMFvreRpFjDI,2,1,1,disagree,deny,refuse,improve,Komeito,50,male,challenger,70
T1_Right,R_3D6gMFvreRpFjDI,2,2,0,agree,deny,refuse,not improve,Komeito,50,male,challenger,70
T1_Right,R_3D6gMFvreRpFjDI,3,1,1,disagree,approve,accept,not improve,LDP,30,female,challenger,70
T1_Right,R_3D6gMFvreRpFjDI,3,2,0,agree,deny,accept,not improve,JCP,30,female,challenger,70
T1_Right,R_3D6gMFvreRpFjDI,4,1,1,disagree,approve,accept,not improve,CDP,50,female,incumbent,70
T1_Right,R_3D6gMFvreRpFjDI,4,2,0,agree,approve,accept,improve,CDP,50,female,incumbent,70
T1_Right,R_3D6gMFvreRpFjDI,5,1,1,disagree,approve,accept,not improve,CDP,60,male,incumbent,70
T1_Right,R_3D6gMFvreRpFjDI,5,2,0,agree,approve,accept,not improve,CDP,60,male,incumbent,70
T2_Left,R_3D7TYBdNknthPhv,1,1,0,disagree,approve,refuse,not improve,LDP,70,male,challenger,65
T2_Left,R_3D7TYBdNknthPhv,1,2,1,agree,deny,refuse,not improve,LDP,70,male,challenger,65
T2_Left,R_3D7TYBdNknthPhv,2,1,0,disagree,approve,refuse,improve,JCP,30,male,incumbent,65
T2_Left,R_3D7TYBdNknthPhv,2,2,1,agree,approve,refuse,improve,Komeito,30,male,incumbent,65
T2_Left,R_3D7TYBdNknthPhv,3,1,0,disagree,deny,refuse,not improve,JCP,40,male,incumbent,65
T2_Left,R_3D7TYBdNknthPhv,3,2,1,agree,deny,accept,not improve,LDP,40,male,incumbent,65
T2_Left,R_3D7TYBdNknthPhv,4,1,1,agree,approve,accept,improve,Komeito,40,male,incumbent,65
T2_Left,R_3D7TYBdNknthPhv,4,2,0,disagree,approve,refuse,improve,Komeito,40,male,incumbent,65
T2_Left,R_3D7TYBdNknthPhv,5,1,1,disagree,approve,refuse,improve,Komeito,30,female,challenger,65
T2_Left,R_3D7TYBdNknthPhv,5,2,0,disagree,deny,accept,not improve,CDP,30,female,challenger,65
T1_Right,R_3D8fn58cpZv5Sfa,1,1,0,agree,approve,accept,not improve,LDP,30,male,challenger,0
T1_Right,R_3D8fn58cpZv5Sfa,1,2,1,disagree,deny,refuse,not improve,CDP,30,male,challenger,0
T1_Right,R_3D8fn58cpZv5Sfa,2,1,1,agree,deny,refuse,not improve,CDP,70,male,incumbent,0
T1_Right,R_3D8fn58cpZv5Sfa,2,2,0,agree,approve,accept,improve,LDP,70,male,incumbent,0
T1_Right,R_3D8fn58cpZv5Sfa,3,1,1,disagree,approve,accept,improve,JCP,40,female,incumbent,0
T1_Right,R_3D8fn58cpZv5Sfa,3,2,0,disagree,approve,accept,improve,Komeito,40,female,incumbent,0
T1_Right,R_3D8fn58cpZv5Sfa,4,1,0,disagree,deny,accept,not improve,LDP,50,female,challenger,0
T1_Right,R_3D8fn58cpZv5Sfa,4,2,1,agree,deny,accept,improve,CDP,50,female,challenger,0
T1_Right,R_3D8fn58cpZv5Sfa,5,1,0,agree,deny,refuse,not improve,Komeito,30,female,challenger,0
T1_Right,R_3D8fn58cpZv5Sfa,5,2,1,disagree,deny,refuse,not improve,JCP,30,female,challenger,0
T1,R_3DD2bZiqlOAfPfH,1,1,0,agree,approve,accept,not improve,CDP,30,female,incumbent,50
T1,R_3DD2bZiqlOAfPfH,1,2,1,agree,approve,refuse,improve,Komeito,30,female,incumbent,50
T1,R_3DD2bZiqlOAfPfH,2,1,1,agree,approve,refuse,not improve,CDP,40,male,challenger,50
T1,R_3DD2bZiqlOAfPfH,2,2,0,agree,approve,accept,not improve,LDP,40,male,challenger,50
T1,R_3DD2bZiqlOAfPfH,3,1,0,disagree,deny,accept,improve,CDP,60,male,challenger,50
T1,R_3DD2bZiqlOAfPfH,3,2,1,disagree,deny,refuse,not improve,LDP,60,male,challenger,50
T1,R_3DD2bZiqlOAfPfH,4,1,1,disagree,approve,refuse,not improve,CDP,40,male,challenger,50
T1,R_3DD2bZiqlOAfPfH,4,2,0,disagree,deny,accept,not improve,JCP,40,male,challenger,50
T1,R_3DD2bZiqlOAfPfH,5,1,1,agree,deny,refuse,improve,CDP,60,female,incumbent,50
T1,R_3DD2bZiqlOAfPfH,5,2,0,disagree,deny,accept,not improve,CDP,60,female,incumbent,50
Control,R_3dDJR36VJ8txGdz,1,1,0,disagree,approve,refuse,not improve,Komeito,40,male,incumbent,90
Control,R_3dDJR36VJ8txGdz,1,2,1,agree,approve,accept,improve,Komeito,40,male,incumbent,90
Control,R_3dDJR36VJ8txGdz,2,1,0,agree,deny,refuse,improve,LDP,30,male,incumbent,90
Control,R_3dDJR36VJ8txGdz,2,2,1,agree,deny,accept,not improve,LDP,30,male,incumbent,90
Control,R_3dDJR36VJ8txGdz,3,1,1,disagree,approve,accept,not improve,JCP,70,female,incumbent,90
Control,R_3dDJR36VJ8txGdz,3,2,0,disagree,approve,accept,not improve,JCP,70,female,incumbent,90
Control,R_3dDJR36VJ8txGdz,4,1,0,disagree,approve,refuse,not improve,CDP,40,male,challenger,90
Control,R_3dDJR36VJ8txGdz,4,2,1,agree,approve,refuse,not improve,Komeito,40,male,challenger,90
Control,R_3dDJR36VJ8txGdz,5,1,1,agree,deny,refuse,not improve,Komeito,60,female,challenger,90
Control,R_3dDJR36VJ8txGdz,5,2,0,disagree,approve,accept,not improve,CDP,60,female,challenger,90
T3_Left,R_3DdkNHPQybcuKA1,1,1,1,agree,approve,refuse,improve,LDP,40,female,incumbent,90
T3_Left,R_3DdkNHPQybcuKA1,1,2,0,agree,deny,refuse,not improve,JCP,40,female,incumbent,90
T3_Left,R_3DdkNHPQybcuKA1,2,1,0,disagree,approve,refuse,improve,CDP,40,female,incumbent,90
T3_Left,R_3DdkNHPQybcuKA1,2,2,1,agree,deny,refuse,improve,LDP,40,female,incumbent,90
T3_Left,R_3DdkNHPQybcuKA1,3,1,1,disagree,deny,accept,improve,LDP,30,male,incumbent,90
T3_Left,R_3DdkNHPQybcuKA1,3,2,0,disagree,approve,refuse,improve,JCP,30,male,incumbent,90
T3_Left,R_3DdkNHPQybcuKA1,4,1,1,agree,deny,refuse,improve,JCP,70,female,incumbent,90
T3_Left,R_3DdkNHPQybcuKA1,4,2,0,disagree,deny,accept,not improve,CDP,70,female,incumbent,90
T3_Left,R_3DdkNHPQybcuKA1,5,1,1,agree,deny,accept,not improve,LDP,30,female,incumbent,90
T3_Left,R_3DdkNHPQybcuKA1,5,2,0,disagree,approve,refuse,not improve,Komeito,30,female,incumbent,90
T3_Left,R_3dDNQobFmDQvoqP,1,1,0,agree,deny,accept,improve,Komeito,50,female,challenger,1
T3_Left,R_3dDNQobFmDQvoqP,1,2,1,agree,approve,refuse,not improve,JCP,50,female,challenger,1
T3_Left,R_3dDNQobFmDQvoqP,2,1,1,disagree,approve,accept,not improve,LDP,50,male,challenger,1
T3_Left,R_3dDNQobFmDQvoqP,2,2,0,disagree,approve,accept,not improve,LDP,50,male,challenger,1
T3_Left,R_3dDNQobFmDQvoqP,3,1,1,disagree,approve,accept,improve,JCP,40,male,challenger,1
T3_Left,R_3dDNQobFmDQvoqP,3,2,0,disagree,approve,accept,not improve,LDP,40,male,challenger,1
T3_Left,R_3dDNQobFmDQvoqP,4,1,0,agree,deny,accept,not improve,LDP,60,male,challenger,1
T3_Left,R_3dDNQobFmDQvoqP,4,2,1,disagree,approve,accept,not improve,LDP,60,male,challenger,1
T3_Left,R_3dDNQobFmDQvoqP,5,1,0,disagree,approve,refuse,improve,CDP,70,female,incumbent,1
T3_Left,R_3dDNQobFmDQvoqP,5,2,1,disagree,deny,accept,improve,CDP,70,female,incumbent,1
T3,R_3Dec2F4CYz3KOMZ,1,1,1,disagree,approve,accept,improve,JCP,40,female,challenger,0
T3,R_3Dec2F4CYz3KOMZ,1,2,0,agree,deny,accept,not improve,JCP,40,female,challenger,0
T3,R_3Dec2F4CYz3KOMZ,2,1,0,agree,approve,accept,improve,Komeito,30,male,incumbent,0
T3,R_3Dec2F4CYz3KOMZ,2,2,1,agree,deny,accept,not improve,CDP,30,male,incumbent,0
T3,R_3Dec2F4CYz3KOMZ,3,1,1,agree,approve,accept,improve,JCP,70,male,incumbent,0
T3,R_3Dec2F4CYz3KOMZ,3,2,0,disagree,approve,accept,not improve,LDP,70,male,incumbent,0
T3,R_3Dec2F4CYz3KOMZ,4,1,0,disagree,approve,accept,improve,LDP,30,female,challenger,0
T3,R_3Dec2F4CYz3KOMZ,4,2,1,disagree,deny,refuse,improve,Komeito,30,female,challenger,0
T3,R_3Dec2F4CYz3KOMZ,5,1,0,agree,deny,refuse,not improve,Komeito,30,female,incumbent,0
T3,R_3Dec2F4CYz3KOMZ,5,2,1,disagree,approve,refuse,not improve,CDP,30,female,incumbent,0
T1_Left,R_3dHbax6bfSBDhNG,1,1,1,agree,approve,accept,not improve,CDP,70,male,incumbent,0
T1_Left,R_3dHbax6bfSBDhNG,1,2,0,disagree,approve,accept,not improve,Komeito,70,male,incumbent,0
T1_Left,R_3dHbax6bfSBDhNG,2,1,0,agree,deny,refuse,improve,LDP,40,male,incumbent,0
T1_Left,R_3dHbax6bfSBDhNG,2,2,1,disagree,approve,accept,improve,CDP,40,male,incumbent,0
T1_Left,R_3dHbax6bfSBDhNG,3,1,0,disagree,deny,accept,improve,LDP,40,female,challenger,0
T1_Left,R_3dHbax6bfSBDhNG,3,2,1,disagree,deny,accept,improve,CDP,40,female,challenger,0
T1_Left,R_3dHbax6bfSBDhNG,4,1,0,agree,approve,refuse,improve,Komeito,50,female,incumbent,0
T1_Left,R_3dHbax6bfSBDhNG,4,2,1,agree,deny,accept,improve,CDP,50,female,incumbent,0
T1_Left,R_3dHbax6bfSBDhNG,5,1,0,agree,approve,accept,improve,JCP,60,male,challenger,0
T1_Left,R_3dHbax6bfSBDhNG,5,2,1,agree,deny,refuse,not improve,CDP,60,male,challenger,0
T2_Right,R_3DHiGVLwQvamhcB,1,1,0,agree,deny,accept,improve,CDP,70,male,incumbent,30
T2_Right,R_3DHiGVLwQvamhcB,1,2,1,disagree,approve,accept,not improve,Komeito,70,male,incumbent,30
T2_Right,R_3DHiGVLwQvamhcB,2,1,1,disagree,approve,refuse,not improve,JCP,70,male,incumbent,30
T2_Right,R_3DHiGVLwQvamhcB,2,2,0,agree,approve,refuse,not improve,Komeito,70,male,incumbent,30
T2_Right,R_3DHiGVLwQvamhcB,3,1,0,agree,approve,refuse,improve,JCP,30,female,challenger,30
T2_Right,R_3DHiGVLwQvamhcB,3,2,1,disagree,deny,refuse,not improve,LDP,30,female,challenger,30
T2_Right,R_3DHiGVLwQvamhcB,4,1,0,agree,deny,accept,improve,LDP,40,male,challenger,30
T2_Right,R_3DHiGVLwQvamhcB,4,2,1,agree,approve,refuse,improve,Komeito,40,male,challenger,30
T2_Right,R_3DHiGVLwQvamhcB,5,1,1,disagree,approve,refuse,improve,CDP,30,female,incumbent,30
T2_Right,R_3DHiGVLwQvamhcB,5,2,0,agree,approve,refuse,not improve,LDP,30,female,incumbent,30
T1_Left,R_3DhmCzbXZVxm0sA,1,1,1,agree,deny,refuse,not improve,JCP,60,male,challenger,60
T1_Left,R_3DhmCzbXZVxm0sA,1,2,0,agree,approve,accept,not improve,LDP,60,male,challenger,60
T1_Left,R_3DhmCzbXZVxm0sA,2,1,1,disagree,deny,refuse,improve,Komeito,70,male,incumbent,60
T1_Left,R_3DhmCzbXZVxm0sA,2,2,0,agree,approve,accept,not improve,LDP,70,male,incumbent,60
T1_Left,R_3DhmCzbXZVxm0sA,3,1,0,agree,approve,accept,not improve,CDP,50,female,incumbent,60
T1_Left,R_3DhmCzbXZVxm0sA,3,2,1,disagree,deny,refuse,not improve,JCP,50,female,incumbent,60
T1_Left,R_3DhmCzbXZVxm0sA,4,1,1,agree,approve,refuse,improve,JCP,70,male,incumbent,60
T1_Left,R_3DhmCzbXZVxm0sA,4,2,0,disagree,approve,refuse,improve,LDP,70,male,incumbent,60
T1_Left,R_3DhmCzbXZVxm0sA,5,1,1,agree,deny,refuse,improve,LDP,50,male,incumbent,60
T1_Left,R_3DhmCzbXZVxm0sA,5,2,0,disagree,deny,refuse,improve,LDP,50,male,incumbent,60
T3,R_3DjAtpsH6nvmEQ2,1,1,0,agree,approve,accept,improve,Komeito,60,male,incumbent,0
T3,R_3DjAtpsH6nvmEQ2,1,2,1,disagree,approve,refuse,not improve,CDP,60,male,incumbent,0
T3,R_3DjAtpsH6nvmEQ2,2,1,1,agree,approve,accept,improve,CDP,40,male,challenger,0
T3,R_3DjAtpsH6nvmEQ2,2,2,0,disagree,deny,refuse,not improve,JCP,40,male,challenger,0
T3,R_3DjAtpsH6nvmEQ2,3,1,1,disagree,approve,refuse,improve,Komeito,30,female,incumbent,0
T3,R_3DjAtpsH6nvmEQ2,3,2,0,agree,deny,refuse,not improve,CDP,30,female,incumbent,0
T3,R_3DjAtpsH6nvmEQ2,4,1,1,disagree,deny,accept,improve,JCP,30,female,challenger,0
T3,R_3DjAtpsH6nvmEQ2,4,2,0,agree,approve,refuse,not improve,CDP,30,female,challenger,0
T3,R_3DjAtpsH6nvmEQ2,5,1,0,disagree,approve,accept,not improve,JCP,40,female,challenger,0
T3,R_3DjAtpsH6nvmEQ2,5,2,1,disagree,approve,accept,improve,LDP,40,female,challenger,0
T2_Right,R_3dLXdyrQsbPThMu,1,1,0,disagree,deny,refuse,improve,Komeito,40,female,challenger,0
T2_Right,R_3dLXdyrQsbPThMu,1,2,1,disagree,deny,accept,improve,Komeito,40,female,challenger,0
T2_Right,R_3dLXdyrQsbPThMu,2,1,1,disagree,approve,refuse,improve,Komeito,70,female,incumbent,0
T2_Right,R_3dLXdyrQsbPThMu,2,2,0,agree,deny,accept,not improve,Komeito,70,female,incumbent,0
T2_Right,R_3dLXdyrQsbPThMu,3,1,0,agree,approve,refuse,not improve,Komeito,40,female,incumbent,0
T2_Right,R_3dLXdyrQsbPThMu,3,2,1,agree,deny,accept,improve,CDP,40,female,incumbent,0
T2_Right,R_3dLXdyrQsbPThMu,4,1,1,agree,deny,accept,improve,CDP,60,male,challenger,0
T2_Right,R_3dLXdyrQsbPThMu,4,2,0,disagree,deny,accept,not improve,Komeito,60,male,challenger,0
T2_Right,R_3dLXdyrQsbPThMu,5,1,1,disagree,approve,refuse,improve,Komeito,30,male,challenger,0
T2_Right,R_3dLXdyrQsbPThMu,5,2,0,disagree,deny,refuse,not improve,JCP,30,male,challenger,0
T2,R_3dM95OnQFazOBbU,1,1,0,disagree,deny,refuse,not improve,Komeito,60,female,incumbent,0
T2,R_3dM95OnQFazOBbU,1,2,1,disagree,deny,refuse,improve,CDP,60,female,incumbent,0
T2,R_3dM95OnQFazOBbU,2,1,0,agree,approve,refuse,improve,Komeito,30,female,incumbent,0
T2,R_3dM95OnQFazOBbU,2,2,1,disagree,deny,refuse,not improve,CDP,30,female,incumbent,0
T2,R_3dM95OnQFazOBbU,3,1,0,disagree,approve,refuse,not improve,JCP,40,male,incumbent,0
T2,R_3dM95OnQFazOBbU,3,2,1,disagree,approve,accept,improve,Komeito,40,male,incumbent,0
T2,R_3dM95OnQFazOBbU,4,1,1,disagree,deny,refuse,improve,JCP,50,female,incumbent,0
T2,R_3dM95OnQFazOBbU,4,2,0,agree,approve,refuse,not improve,LDP,50,female,incumbent,0
T2,R_3dM95OnQFazOBbU,5,1,1,disagree,deny,accept,improve,CDP,40,female,challenger,0
T2,R_3dM95OnQFazOBbU,5,2,0,agree,approve,refuse,not improve,Komeito,40,female,challenger,0
T2_Right,R_3DoJomQxkDy6dXV,1,1,1,disagree,deny,refuse,improve,Komeito,40,female,challenger,57
T2_Right,R_3DoJomQxkDy6dXV,1,2,0,disagree,approve,refuse,not improve,LDP,40,female,challenger,57
T2_Right,R_3DoJomQxkDy6dXV,2,1,0,agree,approve,accept,improve,JCP,30,female,incumbent,57
T2_Right,R_3DoJomQxkDy6dXV,2,2,1,agree,deny,accept,improve,JCP,30,female,incumbent,57
T2_Right,R_3DoJomQxkDy6dXV,3,1,0,disagree,approve,accept,improve,Komeito,70,female,challenger,57
T2_Right,R_3DoJomQxkDy6dXV,3,2,1,disagree,deny,refuse,not improve,JCP,70,female,challenger,57
T2_Right,R_3DoJomQxkDy6dXV,4,1,0,agree,deny,accept,not improve,Komeito,60,female,challenger,57
T2_Right,R_3DoJomQxkDy6dXV,4,2,1,disagree,approve,refuse,not improve,LDP,60,female,challenger,57
T2_Right,R_3DoJomQxkDy6dXV,5,1,1,agree,deny,refuse,improve,LDP,50,female,incumbent,57
T2_Right,R_3DoJomQxkDy6dXV,5,2,0,disagree,approve,accept,improve,LDP,50,female,incumbent,57
T3_Right,R_3DotnMDxyFa4VU8,1,1,1,disagree,deny,accept,improve,LDP,50,female,challenger,51
T3_Right,R_3DotnMDxyFa4VU8,1,2,0,agree,approve,accept,improve,JCP,50,female,challenger,51
T3_Right,R_3DotnMDxyFa4VU8,2,1,0,disagree,deny,refuse,not improve,Komeito,40,female,challenger,51
T3_Right,R_3DotnMDxyFa4VU8,2,2,1,agree,approve,accept,not improve,Komeito,40,female,challenger,51
T3_Right,R_3DotnMDxyFa4VU8,3,1,1,agree,approve,refuse,improve,LDP,40,male,incumbent,51
T3_Right,R_3DotnMDxyFa4VU8,3,2,0,agree,deny,refuse,not improve,Komeito,40,male,incumbent,51
T3_Right,R_3DotnMDxyFa4VU8,4,1,1,agree,approve,accept,improve,LDP,50,female,challenger,51
T3_Right,R_3DotnMDxyFa4VU8,4,2,0,agree,deny,accept,improve,Komeito,50,female,challenger,51
T3_Right,R_3DotnMDxyFa4VU8,5,1,1,agree,deny,accept,improve,LDP,50,male,challenger,51
T3_Right,R_3DotnMDxyFa4VU8,5,2,0,agree,approve,accept,not improve,LDP,50,male,challenger,51
T3,R_3Dp8pmEe6MFIbvj,1,1,0,disagree,approve,accept,improve,JCP,30,male,incumbent,46
T3,R_3Dp8pmEe6MFIbvj,1,2,1,disagree,approve,accept,not improve,LDP,30,male,incumbent,46
T3,R_3Dp8pmEe6MFIbvj,2,1,0,agree,approve,accept,not improve,CDP,30,female,incumbent,46
T3,R_3Dp8pmEe6MFIbvj,2,2,1,agree,approve,refuse,improve,Komeito,30,female,incumbent,46
T3,R_3Dp8pmEe6MFIbvj,3,1,1,disagree,deny,accept,improve,Komeito,40,female,challenger,46
T3,R_3Dp8pmEe6MFIbvj,3,2,0,disagree,deny,accept,not improve,JCP,40,female,challenger,46
T3,R_3Dp8pmEe6MFIbvj,4,1,1,disagree,deny,accept,not improve,LDP,70,female,challenger,46
T3,R_3Dp8pmEe6MFIbvj,4,2,0,agree,approve,refuse,improve,Komeito,70,female,challenger,46
T3,R_3Dp8pmEe6MFIbvj,5,1,1,agree,deny,refuse,not improve,LDP,60,male,challenger,46
T3,R_3Dp8pmEe6MFIbvj,5,2,0,disagree,deny,refuse,improve,CDP,60,male,challenger,46
T1,R_3DpsAJfUvh4EwfC,1,1,1,disagree,approve,accept,improve,Komeito,60,female,incumbent,60
T1,R_3DpsAJfUvh4EwfC,1,2,0,disagree,approve,accept,not improve,CDP,60,female,incumbent,60
T1,R_3DpsAJfUvh4EwfC,2,1,1,disagree,approve,refuse,improve,Komeito,50,female,challenger,60
T1,R_3DpsAJfUvh4EwfC,2,2,0,agree,deny,refuse,improve,LDP,50,female,challenger,60
T1,R_3DpsAJfUvh4EwfC,3,1,1,agree,deny,refuse,improve,LDP,50,female,challenger,60
T1,R_3DpsAJfUvh4EwfC,3,2,0,agree,deny,refuse,improve,Komeito,50,female,challenger,60
T1,R_3DpsAJfUvh4EwfC,4,1,0,agree,deny,refuse,improve,LDP,70,male,incumbent,60
T1,R_3DpsAJfUvh4EwfC,4,2,1,disagree,approve,accept,not improve,LDP,70,male,incumbent,60
T1,R_3DpsAJfUvh4EwfC,5,1,0,agree,deny,refuse,not improve,LDP,30,female,challenger,60
T1,R_3DpsAJfUvh4EwfC,5,2,1,disagree,approve,refuse,improve,JCP,30,female,challenger,60
T3,R_3Dq2WwntF1A5mJI,1,1,0,agree,deny,accept,improve,JCP,50,male,incumbent,10
T3,R_3Dq2WwntF1A5mJI,1,2,1,agree,approve,refuse,improve,CDP,50,male,incumbent,10
T3,R_3Dq2WwntF1A5mJI,2,1,1,disagree,deny,refuse,improve,CDP,60,male,challenger,10
T3,R_3Dq2WwntF1A5mJI,2,2,0,disagree,deny,refuse,improve,JCP,60,male,challenger,10
T3,R_3Dq2WwntF1A5mJI,3,1,1,disagree,deny,accept,improve,CDP,60,female,challenger,10
T3,R_3Dq2WwntF1A5mJI,3,2,0,disagree,approve,refuse,improve,LDP,60,female,challenger,10
T3,R_3Dq2WwntF1A5mJI,4,1,1,disagree,approve,accept,not improve,LDP,40,male,incumbent,10
T3,R_3Dq2WwntF1A5mJI,4,2,0,agree,deny,accept,not improve,CDP,40,male,incumbent,10
T3,R_3Dq2WwntF1A5mJI,5,1,1,agree,approve,accept,improve,LDP,30,male,incumbent,10
T3,R_3Dq2WwntF1A5mJI,5,2,0,disagree,deny,refuse,not improve,CDP,30,male,incumbent,10
T3,R_3dQDSH1bLoF8icb,1,1,1,agree,deny,accept,not improve,Komeito,50,female,challenger,80
T3,R_3dQDSH1bLoF8icb,1,2,0,disagree,approve,accept,not improve,LDP,50,female,challenger,80
T3,R_3dQDSH1bLoF8icb,2,1,1,disagree,approve,accept,improve,CDP,70,female,incumbent,80
T3,R_3dQDSH1bLoF8icb,2,2,0,agree,approve,accept,not improve,LDP,70,female,incumbent,80
T3,R_3dQDSH1bLoF8icb,3,1,1,disagree,deny,refuse,improve,Komeito,60,male,incumbent,80
T3,R_3dQDSH1bLoF8icb,3,2,0,agree,approve,refuse,improve,Komeito,60,male,incumbent,80
T3,R_3dQDSH1bLoF8icb,4,1,1,disagree,deny,accept,improve,LDP,70,male,challenger,80
T3,R_3dQDSH1bLoF8icb,4,2,0,agree,deny,accept,improve,CDP,70,male,challenger,80
T3,R_3dQDSH1bLoF8icb,5,1,1,disagree,deny,refuse,not improve,LDP,30,male,challenger,80
T3,R_3dQDSH1bLoF8icb,5,2,0,disagree,deny,refuse,not improve,Komeito,30,male,challenger,80
T2_Right,R_3dR4xGwe8vWSdFK,1,1,1,disagree,deny,accept,not improve,LDP,40,male,challenger,0
T2_Right,R_3dR4xGwe8vWSdFK,1,2,0,agree,deny,refuse,not improve,Komeito,40,male,challenger,0
T2_Right,R_3dR4xGwe8vWSdFK,2,1,1,agree,deny,refuse,not improve,LDP,70,male,incumbent,0
T2_Right,R_3dR4xGwe8vWSdFK,2,2,0,agree,deny,refuse,not improve,LDP,70,male,incumbent,0
T2_Right,R_3dR4xGwe8vWSdFK,3,1,0,disagree,approve,accept,improve,LDP,70,male,incumbent,0
